,artist_name,title,album,lyrics,date,url
13,Valete,Revelação,Serviço Público,"A minha mãe rezava todos os dias
Ia à missa todos os domingos
Mas nós sempre vivemos mal, sempre passámos fome
Do pouco que tinha
Partilhava até com pessoas que precisavam menos do que ela
Morreu miserável e sem nada, parece que foi tudo em vão
Que mal fez a minha mãe a Deus?
Toda a gente, CIVILIZAÇÃO!
Toda a gente tem de ouvir isto
Toda a gente, CIVILIZAÇÃO!

Esta é a palavra dos teus filhos que tu nunca amparaste
Aqueles que te amaram e tu abandonaste
Aqueles que te chamaram e que tu desprezaste
Aqueles que guerrilharam quando tu recuaste
Aqueles que acreditaram sem que tu te revelasses
Aqueles que mendigaram e tu não alimentaste
Aqueles que se esgotaram, tombaram, arrastaram-se
Definharam, imploraram-te e tu não levantaste
Que mundo é esse que se alimenta da nossa amargura
E que se sustenta o seu progresso com a nossa penúria
Será que não ouves as lágrimas afilhadas da sorte
E os corações que batem resignados à espera da morte?

Eu sou o vosso Deus, sou o vosso criador
Eu sou a vossa luz, pai, juiz, protector
Eu nunca vos abandono eu estou sempre por perto
E através da fé, sentirão meu afecto
Basta acreditar em mim e seguir os meus ensinamentos
Que terão a salvação e acabará o tormento
Fraquejarás se duvidares da minha existência
Porque a chave da libertação reside na crença

Mas onde é que estás?
Quando o sofrimento nos aprisiona
Quando até a esperança diz que já não vale a pena
Quando todo esse Mal se apodera dos homens alastra-se
E elimina, todo o Bem que nos abrigou
Onde é que tu estás?
Quando a fome abate mais um crente
Quando a felicidade passa a utopia dos dementes
Quando a escuridão invade o nosso espaço assume-se
Soberana sobre o Sol que nos criou

Eu vi-te nos versos que a beleza tornou poesia
Na esperança que o sol trazia em cada novo dia
No cravo vermelho que resistia nas noites sombrias
No amor destes homens de bolsos e mãos vazias
Eu vi-te na espada que ensanguentou Lúcifer
No futuro que florescia no ventre duma mulher
Na causa dos justos que a ambição não destruiu
E no sorriso das crianças que a inocência pariu
Mas perdi-te intensidade desta dor permanente
No estrondo das balas que levaram gente inocente
Na frieza dos tiranos que a democracia formou
Na exploração dos fracos o mundo legitimou

Eu não sou a única força transcendente deste universo
O Diabo também existe, é o Senhor do Mundo Perverso
É ele que divide e atrai os homens ao pecado
Tu tens que resistir o Diabo é obstinado
Eu dei-vos livre arbítrio, liberdade total
Cabe a cada um de vós decidir entre o Bem e o Mal
É a falta de moral que traz desordem e desgraça
Se viverem por mim o Mal deixará de ser ameaça

Mas onde é que estás?
Quando o sofrimento nos aprisiona
Quando até a esperança diz que já não vale a pena
Quando todo esse Mal se apodera dos homens alastra-se
E elimina, todo o Bem que nos abrigou
Onde é que tu estás?
Quando a fome abate mais um crente
Quando a felicidade passa a utopia dos dementes
Quando a escuridão invade o nosso espaço assume-se
Soberana sobre o Sol que nos criou

Eu não percebo a tua existência e o teu poder transcendente
Do que vale saberes tudo se continuamos inconscientes
Do que vale poderes tudo se nós vemos sofrimento
Do que vale veres tudo se nunca te fazes presente
Quando parece que te manifestas, escondes-te num
Ápice
Como te escondeste naquele nevoeiro que encobriu
Auschwitz
Naus partiram com escravos e tu ficaste à varanda
Camuflaste a mancha de sangue que inundou o Ruanda

Seria tudo assim bem fácil a culpares-me de tudo
Mas são os homens a causa do descalabro do mundo
Eu não posso interferir, apenas assisto e analiso
Só no julgamento final é que eu corrijo e decido
Lembra-te que a vida terrena é só uma passagem
E depois da morte ainda terás uma portagem
Os pecadores serão punidos e arderão no Inferno
Os bons serão felizes no Paraíso eterno

Nah... Não tem sentido...
Então porque é que não nascemos logo no Paraíso?

Tu fazes muitas críticas, acusações e perguntas
Agora vou abrir o jogo, só para ver se tu aguentas
Deus só existe fantasiado na vossa mente
Eu sou Diabo, o único ser superior existente
Vocês são minha criação, feitos à minha semelhança
Por isso é que o mundo é um palco de Malevolência
Quando praticam o Bem é só um acto de desobediência
Vossos instintos naturais são o ódio e a ganância
Terão sempre a ditadura, a escravatura, a opressão
Descriminação, censura, repressão
Minha função foi criar-vos para auto-destruírem-se
Para fustigarem-se, invejarem-se, consumirem-se
Para mergulharem na imperfeição, erro e pecado
Enlamaçarem-se no Mal que eu tenho libertado
Vou assistir, desperto e alegre ao vosso caos inquieto
Até este planeta se tornar na Terra-Mãe do inferno

Deus só existe fantasiado na vossa mente

Será em vão rezares por um sonho que não verás
E ambicionares por um Mundo que não terás
Não esperes Justiça onde nunca houve Paz
Não há salvação nas terras de Satanás (x2)",2006-10-05,https://genius.com/Valete-revelacao-lyrics
14,Valete,Subúrbios,Serviço Público,"Subúrbios
Onde a realidade é sinistra e não dá abébias

5 da matina
Já todos caminham pr'o mesmo enredo
Porque nos subúrbios o sol levanta sempre mais cedo
É um povo escravizado nesta sociedade de extremos
Trabalham 2 vezes mais e ganham 2 vezes menos
Sentes o cheiro intenso que esses homens trazem no sovaco
Porque não há desodorizante que abafe
O suor do trabalho escravo
Manos encharcam na bebida todo o espírito frustrado
Por cada garrafa que acaba há uma esposa c'o olho inchado
Ainda acreditas que o futuro será diferente do passado
Aqui não dá para dormir quanto mais para sonhar és parvo!
Aqui o Diabo choca e atua
Ás vezes para veres o Inferno
Basta abrires a porta da rua
Negros dos subúrbios são sempre vistos como gente a mais
Para as discotecas africanas eles são pretos demais
São 22 horas ainda há gente no trabalho
Porque para os suburbanos a lua levanta sempre mais tarde

Onde a tua mãe aos 14 engravidou
Onde o teu pai semeou e não ficou
Onde a pobreza penetrou e se instalou
Subúrbios, onde Deus nunca passou
Onde a polícia espancou e assassinou
Onde o meu povo lagrimou e ripostou
Onde o meu flow escureceu e congelou
Subúrbios, onde Deus nunca passou

Manos em desespero gritam:
""Que se foda o desemprego!""
Há sempre trabalho nas esquinas do ghetto
Vendem doses duras a pobres coitados à deriva
E que se armam em heróis
E pensam que podem foder com a Heroína
Vês milhares deles por aí com uma seringa no braço
A investirem a vida num suicídio de médio prazo
Um momento de silencio
Para todos os manos que a heroína levou
Chikas querem sempre algo em troca para poder abrir as pernas
Mas a única cena que manos têm para oferecer é esperma
São racionais mas raramente racionalizam
Acham que a cona é quente demais para usarem camisa
Aqui tens de ter cuidado com as pachaxas que tens à mercê
Podes entrar cheio de fé e sair com HIV, ouviste?
Esses dreds entram em qualquer racha que se abre
Por isso aqui nada cresce a não ser a taxa de natalidade
E dos putos que nascem há uns nem têm a cara do pai
É fodido, têm a cara do melhor amigo do pai
Subúrbios
(Podes crer)
(Ah eu já tinha dito isso mano)
Boy, niggas não estão preparados para esse tipo de reportagens

Onde a tua mãe aos 14 engravidou
Onde o teu pai semeou e não ficou
Onde a pobreza penetrou e se instalou
Subúrbios, onde Deus nunca passou
Onde a polícia espancou e assassinou
Onde o meu povo lagrimou e ripostou
Onde o meu flow escureceu e congelou
Subúrbios, onde Deus nunca passou

Manos saem de cana
Mas cá fora não há chance p'a gente cadastrada
Então vão e voltam como se a prisão fosse uma segunda casa
Aqui mães sofrem, porque mães sabem
Que a cada dois filhos que fazem um é para as ruas adotarem
Na rua não há futuro, não há amor, não há fé
Esses putos roubam para comer bro, e comem bué
Sempre que há drama só contigo é que podes contar
Porque 112, aqui pode ser o número do azar
Bófias vêm p'os Subúrbios com arrogância e prepotência
Por isso é que forças de segurança
Aqui só trazem insegurança
Vêem numa de derrubar pretos com armas e cacetetes
Há mais skinheads na PSP que no PNR
Mas hoje 'tá tudo mudado já não é só levar e cair
Manos também tão armados porque tão cansados de fugir
Enrolam com bue artilharia
Prontos para quando o beef estala
Bófias têm 7 vidas niggas têm 8 balas

Onde a tua mãe aos 14 engravidou
Onde o teu pai semeou e não ficou
Onde a pobreza penetrou e se instalou
Subúrbios, onde Deus nunca passou
Onde a polícia espancou e assassinou
Onde o meu povo lagrimou e ripostou
Onde o meu flow escureceu e congelou
Subúrbios, onde Deus nunca passou

O people da linha de Sintra vai sentir este som
Tropas da Margem Sul vão sentir este som
Todos os manos que tão de cana vão sentirem este som
Em Odivelas, Santo António vão sentir este som
Em Talaíde e Carcavelos vão sentir este som
Manos de Quarteira e Gaia vão sentir este som
Ate nos subúrbios de Braga vão sentir este som
A rádio é muito pataqueira pr'a passar esse som

Subúrbios
Subúrbios
Subúrbios
Bófias têm 7 vidas, niggas têm 8 balas!",2006-10-05,https://genius.com/Valete-suburbios-lyrics
15,Valete,Canal 115,Serviço Público,"Canal 115 R.A.P. em estado sublime
Liricismo horizontal que aterroriza o mainstream
Dinamite verbal que a vossa rádio oprime
Poesia magistral tipo Nas ou Rakim
Para todos consensual, RAP tuga Dream Team
Ditadura underground, baza se não curtes o regime
É um fluxo de luxo que ofusca o vosso bling bling
Se quiseres que confirme liga o mic e entra no ringue

Quando 115 grava, bro, vai tudo pelos ares
É aquele som que a sociedade diz pa tu segregares
É aquele som que a tua dama diz pa tu desligares
É a trilha sonora da rua que manos bombam nos carros
Titulares do subterrâneo firmes como pilares
Temos bombas nucleares pa esses MCs populares
Enchem-te de rimas lineares e flows rudimentares
Horizontal rula, wacks estão perpendiculares

Usas mãos quando rimas és mudo não dizes nada
Uso mãos quando rimo porque eu sou um punchliner
Somos a espécie rara que o hip-hop reenvidicara
Tu queres bling bling toma 112 barras
D'ouro como o rio que divide Porto e Gaia
Nós somos ghostbusters avisa o teu ghostwriter
Tuga fica obececada quando 115 escarra
Como é que não sentes as barras se eu cuspo-as na tua cara

115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco
115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco

Biters sempre à coca
Hiphopers fenomenais
Tentam fazer de Valete, morrem com tromboses cerebrais
Levo o Hip Hop ao top MCs com credenciais
E enforco wannabes com estas cordas vocais
Navego na internet afogo MCs banais
Valete.com rappers virtuais
Isto é a tropa dos imortais (115)
Não penses que a gente não te fode
Rimas são bissexuais

Quando Adamastor rima, bro, só sai desrespeito
Põe a bolinha no canto superior direito
Dou-te verbalismo mor pa tu levares a peito
É o rei do hardcore outra vez reeleito
Nos teus concertos tu das seca e o teu público dorme
Eu enfureço-me subo ao palco e tiro-te o microfone
Dou show, agora toda a gente grita por mim
E vou fuder as tuas groupies lá no teu camarim

Bónus é a voz das ruas que só vejo nas noticias
Onde só balas e navalhas servem pa resolver brigas
Onde niggas molham vaginas não assumem barrigas
Onde bófias deixam cicatrizes e hematomas em niggas
Onde muito peep subtrai anos de vida na prisa
Onde só vendo, porque contando ninguém acredita
Eu represento africanos, segregados e condenados
Bónus é o rap da rua que tu tens censurado

115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco
115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco

A rádio pode censurar mas eu não me auto-censuro
Digo o que tens medo de dizer no formato mais duro
Temos um buzz puro por toda a Hip Hop nação
Nós temos skills mano os outros é só promoção

Yoh canal Jordão regional de nigga cage
Isto é Robin no skate e Zé Carlos no break
Isto é ecstasy on bay com uma lata de spray
Isto é Stik Up e Fader numa battle DJ

Cuspimos feio sem compromissos e sem leis
E com mais sexto sentido do que Cheyeene e Jay Jay
Os primeiros com aquele fat rap marginal
Tu só és rei em terra de cegos como Charles

Vocês são hiphopers de verão nós somos de chuva e frio
Sempre no memo batalhão desde o primeiro pio
T.V. nunca nos atraiu, fama não nos seduziu
E ao contrário do vosso, nosso som nunca se sentiu

115 membros dos rappers anónimos
Descrevemos a realidade o resto é tudo radiofónico
Testamos esses paletas e wacks sem neurónios
Vocês amam o Hip Hop mas não chegam ao matrimónio

Isto é batalha e poesia fina sem intervalo
Não escrevo palha por mais que rime pa burros e cavalos
Não nos vês, não é por sermos underground demais
É a tua T.V. que só tem 114 canais

115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco
115 cospe fogo
MC's não têm estofo
P'ra sentar neste trono
Esse teu rap, bro, ainda é muito pouco

Sente que é o 115 vibe, 115 flow
A gente faz isto é só por amor
Valete, Bónus e Adamastor
É o 115 vibe, 115 show
Sente que é o 115 vibe, 115 flow
A gente faz isto é só por amor
Valete, Bónus e Adamastor
É o 115 vibe, 115 show
Sente que é o 115 vibe, 115 flow
A gente faz isto é só por amor
Valete, Bónus e Adamastor
É o 115 vibe, 115 show
Sente que é o 115 vibe, 115 flow
A gente faz isto é só por amor
Valete, Bónus e Adamastor
É o 115 vibe, 115 show",2006-10-05,https://genius.com/Valete-canal-115-lyrics
16,Valete,Monogamia,Serviço Público,"Porque é que a escolheste a ela e não a mim

Tu és desagregação, és manipulação
Arma dos oportunistas, sustento dos ignorantes
Revelaste outros perigos que não existiam antes
Quando Jesus profetizou contigo há mais de 2000 anos
Muitos ficaram atraídos, Cristo era cativante
Maomé também pregou contigo e deu a luz muçulmanos
Tu criaste o Judaísmo, Islamismo, Cristianismo
Fundaste todas as religiões, eu generalizo
Sempre engradeceste Europeus e suas vitórias
E escondeste a barbárie que fez Africa virar colônia
Enalteceste homens que deixaram América sem memória
Foste tu que escreveste os nossos manuais de história
Hoje para legitimar ações de neo-liberais
Vens descarada em jornais, rádios e telejornais
Por isso 90% do nosso povo são invisuais
Programados como se fossem inaptos mentais
Eu vejo a gratidão que têm por ti esses políticos
E como desfilam contigo sem valores sem princípios
Como te usam em tempos de antena e em comícios
És tu que fazes eleger os nossos primeiros-ministros
Por tua causa milhões de corações ficam partidos
Amigos largam amigos, esposas largam maridos
Tu foste a criação para a destruição dos indivíduos
Eu estou na oposição por isso não contes comigo

Laaa, laaa
Laaa, laaa
Tu não podes contar comigo
Laaa,laaa

Ela é bem diferente de ti por isso guardo-a no meu peito
Habita, em todo o sentimento que eu liberto
É bela, é justa, só tem uma cara
Aqueles que governam sempre querem ofuscá-la
Ela trás as palavras de aflição que ninguém ouve
Aquele grito de raiva na manifestação do povo
É o único discurso que os manos abraçam
A imagem dos subúrbios, que as câmaras não captam
É o produto oculto que os mass-media não relatam
O que eu largo no estúdio e que os meus putos papam
Ela vem iluminada nos poemas que eu propago
Vem metaforizada nos livros de Saramago
Os filhos do Diabo activos do outro lado
Já tentaram inferiorizá-la ridicularizando Castro
Tentaram atmorizá-la censurando o meu rap
Tentaram silenciá-la assassinando Malcom-X
Tentaram intimidá-la torturando Marighella
Tentaram encarcerá-la com Nelson Mandela
Também tentaram trocá-la por futebol e novela
Indiciaram esses inválidos que hoje vivem longe dela
Mas ela continua aqui jamais irão suprimi-la
Jamais irão tira-la da minha capela
Vou continuar a veiculá-la, só me param com balas
Tu sabes quem fala é o mensageiro dela

Laaa, laaa
Laaa, laaa
Tu não podes contar comigo
Laaa,laaa

Eu resisti no meio de gente mais falsa que tu possas imaginar
A mentira nunca me atraiu
Eu sempre andei de mão dada com a verdade
E é com ela que eu tenho um pacto até a morte
Monogamia

Tu não podes contar comigo",2006-10-05,https://genius.com/Valete-monogamia-lyrics
17,Valete,Pela Música (parte 2),Serviço Público,,2006-10-01,https://genius.com/Valete-pela-musica-parte-2-lyrics
18,Valete,Masturbação Mental,Serviço Público,,2006-10-05,https://genius.com/Valete-masturbacao-mental-lyrics
19,Valete,Refugiados,Contra-Cultura [Mixtape],,2012-11-30,https://genius.com/Valete-refugiados-lyrics
20,Valete,Mulher Que Deus Amou,Educação Visual,"Serenata à luz da vida, carne enfraquecida
Meu coração montou o palco para receber a minha diva
Amor em estreia, canta para mim sereia
Espalha por mim essa mística fragância de uma estrela
Tu és mulher, mulher de palavra e meia
Não és capaz de te escravizar por uma algibeira cheia
Não és como essas cadelas que qualquer homem prende na trela
Não precisas de mostrar o corpo, a tua alma é mais bela
Pintura sem tutela, desejada por qualquer tela
Tenho o meu coração em branco à espera da tua chancela
Ele coroa-te rainha, agora chama-me para ser rei
No meu peito ele bate veloz como Cassius Clay
Não há lei, sentimento preso já o libertei
Se tu és mulher, nenhum homem pode ser gay
Exibes-te no interior, para ti vestuário é secundário
O teu cérebro é insaciável porque o saber é prioritário
Por ti sinto amor platónico que nem Platão imaginou
Diva, mulher que Deus amou

É um coração que traz palavras para embarcar no flow
É uma mente que fala e já sabe para onde eu vou
Amor que nasce cresce, alma rejuvenesce
Descobri a minha vida, mulher que Deus amou tu és

Só falo de amor
Não falo do teu rosto nem desses peitos que encantam
Não é acerca do teu físico porque olhos não amam
Eu falo do coração que sente, quando ama não mente
Amor ninguém compreende, é transcendente
Durões dizem que não amam porque é sinal de fragilidade
Mas eles são os mais frágeis porque não têm a outra metade
Alimento-me desse sentimento nos sete dias da semana
E todas as semanas vou aumentando quilogramas
Momma tu és irreal, intangível como um holograma
O cúmulo da utopia de qualquer fêmea humana
O que sinto é amor, e desta vez não me engano
Não preciso do meu pénis teso para dizer que te amo
Não preciso de estar carente para querer o teu abraço
Não preciso de te penetrar para chegar ao clímax
Só preciso de estar contigo, conversar contigo, o amor é estranho
Orgasmo mental espontâneo
Só preciso de estar contigo, o amor é estranho
Lá vou eu, ejaculando espermatozóides no crânio

É um coração que traz palavras para embarcar no flow
É uma mente que fala e já sabe para onde eu vou
Amor que nasce cresce, alma rejuvenesce
Descobri a minha vida, mulher que Deus amou tu és",,https://genius.com/Valete-mulher-que-deus-amou-lyrics
21,Valete,BFF,---,,2019-08-29,https://genius.com/Valete-bff-lyrics
22,Valete,Liricistas,Educação Visual,"Adamastor..
Liricista. ""Word up""...

Perfurador mental Adamastor Black & Decker
Conhecimentos Asteca versos inspiram profetas
De TGV neste momento vocês andam de bicicleta
Traficante é o Bomberjack, Adamastor rimas injecta
Sou clássico como Mozart e como este álbum do Valete
Terrorista versologista que intimida a ETA
A tua mente cega não percebe esta mente aberta
Tu és rapper de ginásio eu sou rapper de biblioteca
Bares sou o Robin dos bosques yo rapper foge da seta
Roubam rimas aos melhores p'ra misturar com merda
Vocês estão no princípio Adamastor já sabes é meta
Yo Valete traz essas rimas representa Hip Hop Meca

Come on...
Ok Adamastor mas só lhes vou dar uma beca
Isto é tempestade poética wack rappers são uma seca
O meu intelecto conecta com Meca e deixa a mente erecta
Faço rap hardcore, no deles nem se tira a cueca

Rap é liberdade ninguém lhe impõe padrões e leis
Vou disparando mísseis equipados com rimas
E núcleos armados por decibéis
Codificados em caixas, samples, microfones e papéis
Detonados em Meca e noutros quartéis é o massacre o flagelo
Converto sons em pesadelo p'ra aqueles que só querem o
Hip hop p'ra espremê-lo
Depois esquecê-lo
""Hot boys"" estão petrificados pelo gelo
Que o meu coração denota a mim tá no modelo quando
Frequento uma ""catota""
Após as primeiras 33 rotações
Oiço infiéis em orações tentativas falhadas de boicotes
Quando entrego rimas sou mais fodido
Que niggas que entregam pacotes
Com shots na cintura e caçadeiras nos botes
Encosto niggas na parede
Estabeleço os novos endereços desta interrede
Do rap das ruas, de rap as ruas têm sede
Quando rimas com o recruta e não refém
Filhos de imigrantes nigga são o meu Clan
Que ""sa"" foda quem só pensa em autógrafos, repórteres
Fotógrafos, coreógrafos e sonógrafos
A minha sonografia é a mesma desde 77
Barracas, casas sociais, problemas raciais, filhos e cacetetes
Em 2002 represento junto com niggas e com o Valete
Em combate na península ibérica
Contra quem roubou África p'ra encher a Europa e a América
Gente que ainda hoje nos vê na rua e fica histérica
Cujos filhos querem cruzar o Hip Hop
Transformá-lo numa forma numérica
Sobreviventes da área periférica, Hip Hop periférico
Deixando falsos para trás como o Luís Figo
Não nigga! Boa Morte quando conduz o esférico

Controla-te..
Fala... come on...

Eu trago versos que me perpetuam como Nobel da Literatura
Matemáticas deixariam Einstein baralhado numa calculadora
Inteligência contra-natura avanço, recuas
Cada vez que rimo rasgas 10 blocos de rimas tuas
Valete na aparelhagem MC’s concentram-se p'ra mensagem
Estragam fitas de cassetes em seções de rebobinagem
Queres saber como é que Valete mantém-se como o
Picasso do Rap? (Como?)
É que eu não faço dietas dread 'tou cada vez mais fat
Sempre escondido na toca o Hip Hop que ninguém topa
Quando eu brilhar a terra vai preferir girar à minha volta
Luz e calor nestas linhas que deixam a temperatura no auge
Que ""sa"" foda o equador eu tenho linhas de 360 graus
Duplo sentido mas eu sei que ninguém galou
Sou mais underground que um pénis de um afro-gigolo
Profundidade metafórica do rap vê, ninguém vê
Tenho 3 pernas iguais ,estimulo chicas no ponto z
Ouves o Valete, fazes cópia e o rap deixa de ser um hobby
E o teu cérebro vai recusar fazer testes anti-doping
A minha esferográfica é uma verga e fode ""wacks"" logo no prefácio
Topo MC’s olham para ela como se tivessem falta de cálcio
Equador de poesia fina 2 mentes alcalinas
Que ""sa"" foda a genética eu crio ""Valete clones"" com rimas
Exibicionismo em ""valeteísmo"" é liricismo quando rimo
Descredibilizo o ateísmo não é exibicionismo topa
É liricismo quando rimo tiro fundamento ao ateísmo
Tiro fundamento ao ateísmo

Eles ainda não sabem onde está o segredo dos verdadeiros MC’s
Ace, Fuse expliquem lá isso...

De bairro para bairro de cidade para cidade
A verdade viaja por dentro da alma de quem sabe
A realidade conhece e merece
Que eu desejo a energia positiva e vida sem stress
Já que não posso estou condenado a este poço
A inveja dos outros roí-me o corpo até ao osso moço
Quero o suficiente para mim e para minha gente
Para poder manter o barco em frente contra a corrente
Não quero chegar ao destino sozinho
Eu partilho conhecimento pelo caminho
E a glória lá no cimo
Distribuo respeito independentemente da origem
Os boatos normalmente é mentira o que dizem
O que fazem é minar o movimento interiormente
Porque regem o comportamento pelo orgulho unicamente
Simplesmente o segredo está no sentimento
E eu cuspo palavras que marcam o cinzento do cimento

O segredo está no sentimento, acredita
O futuro está guardado ""prós"" que fazem pela vida
Representam seja qual for a origem
Partilham quando vencem com aqueles que sentem (x2)

Aquela cena moço... Ace, Fuse, Valete, Chullage
O segredo está no sentimento...
Educação Visual...

Por esta luz que me ilumina e guia
Rimo ferido como uma árvore que gera a resina
Todos nós somos vítimas da injustiça
Da minúcia indescritível da vida
A inveja por vezes está tão perto
Inesperada e fria como uma noite de inverno
Renuncio ao ideal de ser o cidadão modelo
Não estou moribundo, não preciso de sacramento
Relatos macabros nesta selva de macacos
São despejados sábios ideias são como trapos
Nos dias de hoje dou-me ao luxo de ser humilde
Agarrado com correntes ao orgulho de ser 1 músico
Sonhos impossíveis, acções possíveis
Somos invencíveis quando gravamos cenas incríveis
Abriu a época de caça à farsa contra venenosos
Impedimos o triunfo dos porcos

O segredo está no sentimento, acredita
O futuro está guardado ""prós"" que fazem pela vida
Representam seja qual for a origem
Partilham quando vencem com aqueles que sentem (x2)",,https://genius.com/Valete-liricistas-lyrics
23,Valete,Serial Killer,Educação Visual,,,https://genius.com/Valete-serial-killer-lyrics
24,Valete,Hall of Fame,Na Batida Dos Outros [Mixtape],,,https://genius.com/Valete-hall-of-fame-lyrics
